0,2
5,2
10,0
42,2
24,2
37,4
25,0
14,2
20,0
46,6
29,0
1,2
6,4
28,2
38,0
21,2
33,6
9,2
13,2
41,0
2,2
32,4
34,0
45,0
17,2
22,2
44,0
27,0
12,2
49,2
7,2
39,4
3,6
35,8
48,0
18,4
16,6
31,2
11,2
43,0
40,6
26,4
23,4
8,8
36,4
30,4
19,0
4,0
47,2
15,2
